id,name,attribute,level,type,atk,def,passcode
10751,Ghostrick Jiangshi,DARK,3,Zombie,400,1800,80885284
10752,Ghostrick Stein,DARK,3,Zombie,1600,0,16279989
10753,Bujin Mikazuchi,LIGHT,4,Beast-Warrior,1900,1500,53678698
10754,Bujingi Crow,LIGHT,4,Winged Beast,1700,800,89662736
10755,Bujingi Ibis,LIGHT,4,Winged Beast,1600,300,16157341
10756,Bujingi Boar,LIGHT,4,Beast,1100,1900,42551040
10757,Bujingi Centipede,LIGHT,4,Beast,1700,500,88940154
10758,Mecha Phantom Beast Sabre Hawk,WIND,4,Machine,2100,100,15335853
10759,Mecha Phantom Beast Kalgriffin,WIND,7,Machine,1000,2500,41329458
10760,Vampire Sorcerer,DARK,4,Zombie,1500,1500,88728507
10761,Shadow Vampire,DARK,5,Zombie,2000,0,14212201
10762,Vampire Grace,DARK,6,Zombie,2000,1200,40607210
10763,Pumprincess the Princess of Ghosts,DARK,3,Zombie,900,1000,17601919
10764,Yellow-Bellied Oni,DARK,4,Zombie,1000,1000,53090623
10765,Vampire Hunter,DARK,4,Warrior,1600,1600,80485722
10766,Aratama,DARK,4,Fiend,800,1800,16889337
10767,Rasetsu,FIRE,4,Fairy,1500,1900,43378076
10768,Skelesaurus,DARK,4,Zombie,1700,1400,89362180
10769,Knight Day Grepher,LIGHT,4,Warrior,1700,1600,15767889
10770,Genomix Fighter,WIND,6,Psychic,2200,1100,42155488
10771,"Mariña, Princess of Sunflowers",FIRE,8,Plant,2800,1600,78540593
10772,Granmarg the Mega Monarch,EARTH,8,Rock,2800,1000,15545291
10773,Swarm of Crows,DARK,5,Winged Beast,1200,1800,41039846
10774,Terrene Toothed Tsuchinoko,EARTH,3,Reptile,1600,500,77428945
10775,Risebell the Star Psycher,WIND,4,Psychic,1500,1500,14812659
10776,Blue Duston,WATER,1,Fiend,0,1000,40217358
10812,Galaxy Serpent,LIGHT,2,Dragon,1000,0,11066358
10813,Noble Knight Drystan,LIGHT,4,Warrior,1800,800,53550467
10814,Bujingi Warg,LIGHT,4,Beast,1200,1900,80555062
10815,Mecha Phantom Beast Aerosguin,WIND,3,Machine,1600,400,16943770
10816,Cockadoodledoo,WIND,5,Winged Beast,1600,2000,42338879
10817,Tour Bus To Forbidden Realms,DARK,3,Fiend,600,1000,89732524
10818,"Confronting the ""C""",EARTH,5,Insect,1100,2500,15721123
10822,Shogi Knight,EARTH,3,Beast-Warrior,800,400,41493640
10823,Black Luster Soldier - Envoy of the Evening Twilight,DARK,8,Warrior,3000,2500,77498348
10824,"Gaia, the Polar Knight",DARK,4,Warrior,1600,1200,14882493
10825,"Gaia, the Mid-Knight Sun",LIGHT,4,Warrior,1600,1200,40371092
10829,Gimmick Puppet Des Troy,DARK,4,Machine,1200,2000,76543119
10830,Gogogo Golem - Golden Form,EARTH,4,Rock,-1,1500,2948263
10831,Dododo Witch,EARTH,4,Warrior,1200,1600,39432962
10832,Dododo Swordsman,EARTH,8,Warrior,0,3000,75421661
10833,Toy Knight,EARTH,4,Machine,200,1200,1826676
10834,Explossum,EARTH,1,Beast,100,100,38210374
10835,Swordsman of Revealing Light,LIGHT,8,Warrior,0,2400,64605089
10836,Doggy Diver,DARK,4,Warrior,1000,1000,1003028
10844,ZW - Sleipnir Mail,LIGHT,4,Beast,1000,1000,2648201
10849,Double Fin Shark,WATER,4,Fish,1000,1200,64319467
10850,Silent Angler,WATER,4,Fish,800,1400,90303176
10851,Depth Shark,WATER,5,Fish,1400,0,37798171
10852,Saber Shark,WATER,4,Fish,1600,1200,63193879
10853,Guard Penguin,WATER,4,Winged Beast,0,1200,99581584
10860,Snow Plow Hustle Rustle,EARTH,10,Machine,2500,3000,24731453
10861,Night Express Knight,EARTH,10,Machine,3000,3000,51126152
10863,Ruffian Railcar,EARTH,4,Machine,1800,1000,24919805
10864,Blue Flame Swordsman,FIRE,4,Warrior,1800,1600,50903514
10866,Cyber Dragon Core,LIGHT,2,Machine,400,1500,23893227
10867,Cyber Dragon Drei,LIGHT,4,Machine,1800,800,59281922
10871,Ghostrick Ghoul,DARK,3,Zombie,1100,1200,85463083
10872,Bujingi Raven,LIGHT,4,Winged Beast,1600,900,11958188
10873,Vampire Duke,DARK,5,Zombie,2000,0,58947797
10874,Archfiend Giant,DARK,6,Fiend,2400,1600,84341431
10875,Lady of the Lake,LIGHT,1,Aqua,200,1800,10736540
10876,Noble Knight Borz,LIGHT,4,Warrior,1700,900,47120245
10882,Geargiano Mk-III,EARTH,3,Machine,1000,1000,45286019
10883,Geargiattacker,EARTH,4,Machine,1900,100,72370114
10885,"Minerva, Lightsworn Maiden",LIGHT,3,Spellcaster,800,200,40164421
10886,"Raiden, Hand of the Lightsworn",LIGHT,4,Warrior,1700,1000,77558536
10887,White Duston,LIGHT,1,Fiend,0,1000,3557275
10888,ZW - Asura Strike,FIRE,4,Fairy,1000,1000,40941889
10889,Gillagillancer,EARTH,6,Warrior,2200,800,76436988
10890,Rainbow Kuriboh,LIGHT,1,Fiend,100,100,2830693
10891,Overlay Sentinel,LIGHT,4,Warrior,2000,0,39229392
10892,Overlay Booster,LIGHT,5,Warrior,2000,0,75214390
10893,Photon Chargeman,LIGHT,4,Warrior,1000,1000,2618045
10894,Chronomaly Moai Carrier,EARTH,5,Rock,900,1800,38007744
10895,Chronomaly Winged Sphinx,EARTH,5,Rock,1600,1900,65591858
10896,Deep-Space Cruiser IX,LIGHT,9,Machine,900,900,1586457
10897,Gorgonic Golem,DARK,3,Rock,1200,600,37984162
10898,Gorgonic Gargoyle,DARK,3,Rock,1000,800,64379261
10899,Gorgonic Ghoul,DARK,1,Rock,100,100,90764875
10900,Gorgonic Cerberus,DARK,3,Rock,1300,300,37168514
10901,Sylvan Peaskeeper,WIND,1,Plant,400,100,63257623
10902,Sylvan Komushroomo,FIRE,2,Plant,100,2000,99641328
10903,Sylvan Marshalleaf,WATER,3,Plant,1500,1200,36046926
10904,Sylvan Flowerknight,EARTH,4,Plant,1800,1000,62434031
10905,Sylvan Guardioak,EARTH,6,Plant,2400,1500,99429730
10906,Sylvan Hermitree,FIRE,8,Plant,2700,1800,25824484
10907,Ghostrick Jackfrost,DARK,1,Fiend,800,100,61318483
10908,Ghostrick Mary,DARK,1,Fiend,100,1600,98707192
10909,Ghostrick Nekomusume,DARK,2,Spellcaster,400,900,24101897
10910,Ghostrick Skeleton,DARK,3,Zombie,1200,1100,51196805
10911,Ghostrick Mummy,DARK,3,Zombie,1500,0,97584500
10912,Bujin Arasuda,LIGHT,4,Beast-Warrior,1600,1900,23979249
10913,Bujingi Peacock,LIGHT,4,Winged Beast,1800,700,50474354
10914,Bujingi Swallow,LIGHT,4,Winged Beast,1700,800,86868952
10915,Bujingi Fox,LIGHT,4,Beast,200,2100,23857661
10916,Bujingi Hare,LIGHT,4,Beast,1700,500,59251766
10917,Gravekeeper's Nobleman,DARK,3,Spellcaster,1000,1000,85646474
10918,Gravekeeper's Ambusher,DARK,4,Spellcaster,1700,0,22134079
10919,Gravekeeper's Shaman,DARK,6,Spellcaster,1500,1500,58139128
10920,Gravekeeper's Oracle,DARK,10,Spellcaster,2000,1500,25524823
10921,Mystic Macrocarpa Seed,EARTH,3,Plant,500,1000,51912531
10922,"Kalantosa, Mystical Beast of the Forest",EARTH,2,Beast,200,1400,97317530
10923,Nikitama,LIGHT,4,Fairy,800,1800,24701235
10924,Black Brachios,EARTH,4,Dinosaur,1800,1100,50896944
10925,"Chirubimé, Princess of Autumn Leaves",EARTH,8,Plant,1800,2800,87294988
10926,Mobius the Mega Monarch,WATER,8,Aqua,2800,1000,23689697
10927,Sirenorca,WATER,5,Winged Beast,2200,1000,50074392
10928,Xyz Avenger,DARK,4,Fiend,1800,700,86062400
10929,Tackle Crusader,EARTH,4,Rock,1500,1800,12467005
10930,Majiosheldon,WATER,3,Warrior,800,2000,59951714
10931,Paladin of Photon Dragon,LIGHT,4,Warrior,1900,800,85346853
10972,Chronomaly Nebra Disk,LIGHT,4,Machine,1800,1500,24861088
10974,Heraldic Beast Amphisbaena,WIND,4,Dragon,1700,1100,87255382
10978,SZW - Fenrir Sword,LIGHT,4,Beast,1800,1100,12927849
10979,Gogogo Goram,EARTH,4,Rock,2300,0,59911557
10980,Dododo Driver,EARTH,4,Warrior,1800,200,85310252
10984,Sylvan Bladefender,EARTH,4,Plant,1900,700,11682713
10985,Sylvan Mikorange,WATER,3,Plant,400,1100,47077318
10986,Ghostrick Yeti,DARK,3,Zombie,300,2000,84472026
10987,Bujingi Pavo,LIGHT,4,Winged Beast,1700,800,10860121
10988,Gravekeeper's Heretic,DARK,4,Spellcaster,1800,1500,46955770
10989,Noble Knight Peredur,LIGHT,4,Warrior,1900,300,73359475
10990,"Gwenhwyfar, Queen of Noble Arms",LIGHT,2,Spellcaster,300,300,19748583
10994,Flowerbot,EARTH,3,Plant,1500,800,45010690
10995,Humpty Grumpty,DARK,3,Zombie,1400,0,71415349
10999,Geargiauger,EARTH,4,Machine,500,500,47687766
11000,"Felis, Lightsworn Archer",LIGHT,4,Beast-Warrior,1100,2000,73176465
11001,Fishborg Doctor,WATER,4,Fish,400,400,10560119
11002,Santa Claws,LIGHT,6,Fiend,1200,2500,46565218
11006,Chronomaly Gordian Knot,EARTH,3,Rock,300,900,72837335
11007,Gimmick Puppet Humpty Dumpty,DARK,4,Machine,0,100,8226374
11008,Gimmick Puppet Shadow Feeler,DARK,8,Machine,1000,1000,34620088
11009,Silent Wobby,WATER,4,Fish,1000,2000,71015787
11010,Dynatherium,WIND,4,Beast,1600,600,7409792
11030,ZS - Vanish Sage,LIGHT,1,Warrior,500,100,51865604
11031,Galaxy Mirror Sage,LIGHT,3,Spellcaster,0,800,98263709
11032,Galaxy Tyranno,LIGHT,8,Dinosaur,2000,0,24658418
11033,Heliosphere Dragon,LIGHT,4,Dragon,0,1900,51043053
11034,Mermaid Shark,WATER,1,Fish,100,300,87047161
11035,Gazer Shark,WATER,5,Fish,1000,1900,23536866
11036,Blizzard Thunderbird,WATER,4,Winged Beast,1600,1400,50920465
11037,Battlin' Boxer Big Bandage,FIRE,2,Warrior,1100,1400,86325573
11038,Battlin' Boxer Veil,FIRE,4,Warrior,0,1800,13313278
11039,Umbral Horror Ghost,DARK,2,Fiend,200,200,59708927
11040,Artifact Moralltach,LIGHT,5,Fairy,2100,1400,85103922
11041,Artifact Beagalltach,LIGHT,5,Fairy,1400,2100,12697630
11042,Artifact Failnaught,LIGHT,5,Fairy,2000,1600,48086335
11043,Artifact Aegis,LIGHT,5,Fairy,1200,2500,85080444
11044,Artifact Achilleshield,LIGHT,5,Fairy,1500,2200,11475049
11045,Artifact Labrys,LIGHT,5,Fairy,2300,1000,47863787
11046,Artifact Caduceus,LIGHT,5,Fairy,1600,2400,84268896
11047,Sylvan Cherubsprout,LIGHT,1,Plant,100,100,10753491
11048,Sylvan Snapdrassinagon,DARK,1,Plant,900,400,47741109
11049,Sylvan Lotuswain,WATER,5,Plant,2300,1100,73136204
11050,Sylvan Sagequoia,WIND,7,Plant,2600,2100,10530913
11051,Ghostrick Doll,DARK,2,Spellcaster,300,1200,46925518
11052,Ghostrick Warwolf,DARK,3,Zombie,1400,1500,72913666
11053,Bujin Hirume,LIGHT,4,Beast-Warrior,2000,1000,9418365
11054,Traptrix Dionaea,EARTH,4,Plant,1700,1100,45803070
11055,Mecha Phantom Beast O-Lion,WIND,2,Machine,600,1000,72291078
11056,Hazy Flame Hydra,FIRE,6,Dinosaur,2300,200,8696773
11057,Madolche Anjelly,EARTH,4,Fairy,1000,1000,34680482
11058,"Pilica, Descendant of Gusto",WIND,3,Psychic,1000,1500,71175527
11059,Gladiator Beast Augustus,DARK,8,Winged Beast,2600,1000,7573135
11060,"Lucent, Netherlord of Dark World",DARK,6,Fiend,2400,0,34968834
11061,Ancient Gear Box,EARTH,4,Machine,500,2000,60953949
11062,Dawn Knight,LIGHT,4,Warrior,1400,1200,6351548
11063,Majesty's Fiend,LIGHT,6,Fiend,2400,1000,33746252
11064,Thestalos the Mega Monarch,FIRE,8,Pyro,2800,1000,69230391
11065,Beautunaful Princess,WATER,1,Fish,0,0,6625096
11066,Nopenguin,WATER,3,Aqua,1600,100,32623004
11067,Condemned Maiden,LIGHT,4,Fairy,100,2000,68018709
11068,Starduston,DARK,1,Fiend,-1,-1,95403418
11110,Gagaga Sister,DARK,2,Spellcaster,200,800,387282
11113,Galaxy-Eyes Cloudragon,LIGHT,1,Dragon,300,250,9260791
11114,Galaxy Soldier,LIGHT,5,Machine,2000,0,46659709
11117,Battlin' Boxer Shadow,FIRE,4,Warrior,1800,1400,35537251
11120,Electromagnetic Turtle,LIGHT,4,Machine,0,1800,34710660
11126,Shogi Lance,EARTH,3,Beast-Warrior,500,500,32476434
11127,Guiding Light,LIGHT,1,Fairy,0,0,69865139
11134,Stargazer Magician,DARK,5,Spellcaster,1200,2400,94415058
11135,Timegazer Magician,DARK,3,Spellcaster,1200,600,20409757
11136,"Aether, the Empowering Dragon",LIGHT,6,Dragon,2300,1600,56804361
11137,"Ventdra, the Empowered Warrior",WIND,5,Warrior,2000,800,93298460
11138,"Arnis, the Empowered Warrior",FIRE,4,Warrior,1700,1200,29687169
11139,"Terratiger, the Empowered Warrior",EARTH,4,Warrior,1800,1200,56681873
11140,"Hydrotortoise, the Empowered Warrior",WATER,3,Warrior,1400,900,82176812
11141,Golden Dragon Summoner,LIGHT,4,Spellcaster,1000,1000,28565527
11142,Blue Dragon Summoner,WIND,4,Spellcaster,1500,600,55969226
11143,Red Sparrow Summoner,FIRE,4,Spellcaster,1600,1300,81354330
11144,White Tiger Summoner,EARTH,3,Spellcaster,1000,1700,28348939
11145,Green Turtle Summoner,WATER,3,Spellcaster,400,1500,54747648
11148,Odd-Eyes Dragon,DARK,7,Dragon,2500,2000,53025096
11149,Legendary Knight Timaeus,LIGHT,8,Warrior,2800,1800,80019195
11150,Kuribandit,DARK,3,Fiend,1000,700,16404809
11155,Guardian Dreadscythe,DARK,8,Fiend,2500,2000,18175965
11167,Carboneddon,EARTH,3,Dinosaur,800,600,15981690
11168,Mathematician,EARTH,3,Spellcaster,1500,500,41386308
11169,Ra's Disciple,LIGHT,4,Fairy,1100,600,74875003
11172,Blackwing - Oroshi the Squall,DARK,1,Winged Beast,400,600,73652465
11173,Blackwing - Steam the Cloak,DARK,3,Winged Beast,800,1200,9047460
11174,Blackwing - Hurricane the Tornado,DARK,1,Winged Beast,0,0,36442179
11178,Assault Dog,EARTH,4,Beast,1200,800,72714226
11179,Gate Blocker,EARTH,4,Rock,100,2000,8102334
11181,Lionhearted Locomotive,EARTH,4,Machine,2400,2100,61692648
11182,Express Train Trolley Olley,EARTH,4,Machine,1800,1000,7080743
11183,Construction Train Signal Red,EARTH,3,Machine,1000,1300,34475451
11189,Magic Hand,DARK,4,Spellcaster,800,1600,22530212
11190,Fire Hand,FIRE,4,Pyro,1600,1000,68535320
11191,Ice Hand,WATER,4,Aqua,1400,1600,95929069
11192,Prominence Hand,FIRE,4,Pyro,600,2000,21414674
11193,Lillybot,LIGHT,4,Machine,500,2000,68812773
11195,Artifact Scythe,LIGHT,5,Fairy,2200,900,20292186
11196,Noble Knight Brothers,LIGHT,4,Warrior,1200,2400,57690191
11197,Noble Knight Eachtar,DARK,5,Warrior,1600,2000,93085839
11198,Sylvan Princessprout,LIGHT,1,Plant,100,100,20579538
11199,Bujingi Sinyou,LIGHT,4,Beast,1500,1000,56574543
11200,Vampire Vamp,DARK,7,Zombie,2000,2000,82962242
11205,Guerilla Kite,FIRE,4,Fiend,1600,200,54629413
11206,Wattsychic Fighter,LIGHT,3,Psychic,1500,300,81028112
11210,Flash Knight,LIGHT,4,Warrior,1800,600,17390179
11211,Foucault's Cannon,DARK,5,Spellcaster,2200,1200,43785278
11212,Metaphys Armed Dragon,LIGHT,7,Wyrm,2800,1000,89189982
11213,Odd-Eyes Pendulum Dragon,DARK,7,Dragon,2500,2000,16178681
11214,Performapal Skeeter Skimmer,WATER,4,Insect,500,1600,42562690
11215,Performapal Whip Snake,EARTH,4,Reptile,1700,900,79967395
11216,Performapal Sword Fish,WATER,2,Fish,600,600,15452043
11217,Performapal Hip Hippo,EARTH,3,Beast,800,800,41440148
11218,Performapal Kaleidoscorp,LIGHT,6,Insect,100,2300,78835747
11219,Performapal Turn Toad,WATER,2,Aqua,0,800,4239451
11220,Superheavy Samurai Blue Brawler,EARTH,4,Machine,0,2000,41628550
11221,Superheavy Samurai Swordsman,EARTH,3,Machine,1000,1800,77013169
11222,Superheavy Samurai Big Benkei,EARTH,8,Machine,1000,3500,3117804
11223,Aria the Melodious Diva,LIGHT,4,Fairy,1600,1200,40502912
11224,Sonata the Melodious Diva,LIGHT,3,Fairy,1200,1000,76990617
11225,Mozarta the Melodious Maestra,LIGHT,8,Fairy,2600,2000,3395226
11226,Battleguard King,EARTH,8,Warrior,3000,1100,39389320
11227,Satellarknight Deneb,LIGHT,4,Warrior,1500,1000,75878039
11228,Satellarknight Altair,LIGHT,4,Warrior,1700,1300,2273734
11229,Satellarknight Vega,LIGHT,4,Warrior,1200,1600,38667773
11230,Satellarknight Alsahm,LIGHT,4,Warrior,1400,1800,65056481
11231,Satellarknight Unukalhai,LIGHT,4,Warrior,1800,1000,1050186
11232,Shaddoll Falco,DARK,2,Spellcaster,600,1400,37445295
11233,Shaddoll Hedgehog,DARK,3,Spellcaster,800,200,4939890
11234,Shaddoll Squamata,DARK,4,Spellcaster,1800,1000,30328508
11235,Shaddoll Dragon,DARK,4,Spellcaster,1900,0,77723643
11236,Shaddoll Beast,DARK,5,Spellcaster,2200,1700,3717252
11237,"Suanni, Fire of the Yang Zing",FIRE,4,Wyrm,1900,0,30106950
11238,"Bi'an, Earth of the Yang Zing",EARTH,3,Wyrm,1600,0,66500065
11239,"Bixi, Water of the Yang Zing",WATER,2,Wyrm,0,2000,2095764
11240,"Pulao, Wind of the Yang Zing",WIND,1,Wyrm,0,1800,35089369
11241,"Chiwen, Light of the Yang Zing",LIGHT,1,Wyrm,0,0,61488417
11242,Artifact Chakram,LIGHT,5,Fairy,1900,2000,8873112
11243,Artifact Lancea,LIGHT,5,Fairy,1700,2300,34267821
11244,Nefarious Archfiend Eater of Nefariousness,EARTH,4,Beast,1500,200,60666820
11245,The Agent of Entropy - Uranus,DARK,5,Fairy,2200,1200,97750534
11246,Djinn Demolisher of Rituals,DARK,3,Fiend,1500,600,33145233
11247,Batteryman 9-Volt,LIGHT,4,Thunder,1000,1000,60549248
11248,Resonance Insect,EARTH,4,Insect,1000,700,96938986
11249,Breaker the Dark Magical Warrior,DARK,6,Spellcaster,1600,1000,22923081
11250,Raiza the Mega Monarch,WIND,8,Winged Beast,2800,1000,69327790
11251,Dogu,EARTH,4,Rock,1900,0,95816395
11252,Hypnosister,WIND,4,Psychic,1300,1400,22200403
11253,Re-Cover,EARTH,1,Psychic,700,300,58695102
11254,Deskbot 001,EARTH,1,Machine,500,500,94693857
11255,Spy-C-Spy,FIRE,3,Warrior,1200,1300,21088856
11256,Wightprince,DARK,1,Zombie,0,0,57473560
11259,"Saffira, Queen of Dragons",LIGHT,6,Dragon,2500,2400,56350972
11290,Heroic Challenger - Assault Halberd,EARTH,4,Warrior,1800,200,65848811
11291,Heroic Challenger - Thousand Blades,EARTH,4,Warrior,1300,1100,1833916
11292,Star Seraph Scepter,LIGHT,4,Fairy,1800,400,38331564
11293,Star Seraph Scale,LIGHT,4,Fairy,1500,900,64726269
11294,Star Seraph Sovereignty,LIGHT,4,Fairy,800,2000,91110378
11295,Numeral Hunter,LIGHT,4,Warrior,1600,1400,37115973
11301,Performapal Silver Claw,DARK,4,Beast,1800,700,26270847
11303,Primitive Butterfly,WIND,5,Insect,1200,900,98154550
11304,Junk Anchor,EARTH,2,Warrior,0,0,25148255
11307,Escher the Frost Vassal,WATER,4,Aqua,800,1000,24326617
11308,Elemental HERO Shadow Mist,DARK,4,Warrior,1000,1500,50720316
11315,Dragon Horn Hunter,DARK,6,Warrior,2300,1000,21970285
11316,Doomstar Magician,DARK,4,Spellcaster,1800,300,58369990
11317,"Scarm, Malebranche of the Burning Abyss",DARK,3,Fiend,800,2000,84764038
11318,"Graff, Malebranche of the Burning Abyss",DARK,3,Fiend,1000,1500,20758643
11319,"Cir, Malebranche of the Burning Abyss",DARK,3,Fiend,1600,1200,57143342
11322,U.A. Mighty Slugger,EARTH,5,Warrior,2300,700,56421754
11323,U.A. Perfect Ace,EARTH,5,Warrior,1500,2500,82419869
11328,D/D/D Supreme King Kaiser,DARK,7,Fiend,2800,2100,44186624
11329,D/D Proud Ogre,DARK,6,Fiend,2300,1500,81571633
11330,D/D Proud Chevalier,DARK,5,Fiend,2000,700,17979378
11331,Performapal Salutiger,EARTH,4,Beast-Warrior,1700,500,44364077
11332,Performapal Thunderhino,LIGHT,3,Rock,200,1800,70458081
11333,Performapal Cheermole,EARTH,2,Beast,600,1000,17857780
11334,Performapal Trampolynx,EARTH,2,Beast,300,300,43241495
11335,Block Spider,EARTH,1,Insect,0,100,79636594
11336,Canon the Melodious Diva,LIGHT,4,Fairy,1400,2000,16021142
11337,Serenade the Melodious Diva,LIGHT,4,Fairy,400,1900,42029847
11338,Elegy the Melodious Diva,LIGHT,5,Fairy,2000,1200,79514956
11339,Shopina the Melodious Maestra,LIGHT,7,Fairy,2300,1700,5908650
11340,Superheavy Samurai Kabuto,EARTH,4,Machine,1000,2000,41307269
11341,Superheavy Samurai Scales,EARTH,4,Machine,800,1800,78391364
11342,Superheavy Samurai Soulfire Suit,FIRE,2,Machine,800,800,4786063
11343,Superheavy Samurai Soulshield Wall,EARTH,3,Machine,1200,1200,31181711
11344,Superheavy Samurai Soulbreaker Armor,EARTH,1,Machine,0,500,77679716
11345,Superheavy Samurai Soulbang Cannon,EARTH,3,Machine,1000,1000,3064425
11346,Edge Imp Sabres,DARK,3,Fiend,1200,800,30068120
11347,Fluffal Leo,EARTH,4,Fairy,1600,1200,66457138
11348,Fluffal Bear,EARTH,3,Fairy,1200,800,3841833
11349,Fluffal Dog,EARTH,4,Fairy,1700,1000,39246582
11350,Fluffal Owl,EARTH,2,Fairy,1000,1000,65331686
11351,Fluffal Cat,EARTH,1,Fairy,700,300,2729285
11352,Fluffal Rabbit,EARTH,1,Fairy,300,1200,38124994
11353,Qliphort Scout,EARTH,5,Machine,1000,2800,65518099
11354,Qliphort Carrier,EARTH,6,Machine,2400,1000,91907707
11355,Qliphort Helix,EARTH,6,Machine,2400,1000,37991342
11356,Qliphort Disk,EARTH,7,Machine,2800,1000,64496451
11357,Qliphort Shell,EARTH,8,Machine,2800,1000,90885155
11358,Apoqliphort Towers,EARTH,10,Machine,3000,2600,27279764
11359,Satellarknight Sirius,LIGHT,4,Warrior,1600,900,63274863
11360,Satellarknight Procyon,LIGHT,4,Warrior,1300,1200,99668578
11361,Satellarknight Betelgeuse,LIGHT,4,Warrior,700,1900,26057276
11362,Shaddoll Hound,DARK,4,Spellcaster,1600,900,52551211
11363,"Taotie, Shadow of the Yang Zing",DARK,5,Wyrm,2200,0,99946920
11364,"Jiaotu, Darkness of the Yang Zing",DARK,2,Wyrm,0,2000,25935625
11365,Lindbloom,EARTH,4,Wyrm,0,1800,52339733
11366,Night Dragolich,DARK,4,Wyrm,1700,0,88724332
11367,Unmasked Dragon,FIRE,3,Wyrm,1400,1100,24218047
11368,Machina Megaform,EARTH,8,Machine,2600,1500,51617185
11369,Zaborg the Mega Monarch,LIGHT,8,Thunder,2800,1000,87602890
11370,"Valerifawn, Mystical Beast of the Forest",EARTH,2,Beast,400,900,24096499
11371,Rescue Hamster,EARTH,4,Beast,300,100,50485594
11372,Watch Dog,FIRE,1,Pyro,0,0,86889202
11373,Denko Sekka,LIGHT,4,Thunder,1700,1000,13974207
11374,Deskbot 002,EARTH,2,Machine,500,500,59368956
11375,Ms. Judge,LIGHT,4,Fiend,1800,600,86767655
11376,Scrounging Goblin,EARTH,4,Fiend,1000,2000,12152769
11377,Herald of Ultimateness,LIGHT,12,Fairy,2000,3000,48546368
11415,Gagaga Mancer,DARK,4,Spellcaster,100,100,28884172
11419,Elemental HERO Blazeman,FIRE,4,Warrior,1200,1800,63060238
11423,Stegocyber,DARK,6,Dinosaur,1200,2400,99733359
11424,Master Craftsman Gamil,FIRE,2,Pyro,200,200,25727454
11433,P.M. Captor,DARK,4,Zombie,1800,0,13760677
11434,Spiritual Whisper,WIND,4,Winged Beast,200,2000,50155385
11435,Xyz-Raypierce,FIRE,4,Dragon,1700,200,86559484
11439,D/D Lilith,DARK,4,Fiend,100,2100,12822541
11440,D/D Nighthowl,DARK,3,Fiend,300,600,48210156
11441,D/D Savant Galilei,DARK,10,Fiend,0,0,74605254
11442,D/D Savant Kepler,DARK,1,Fiend,0,0,11609969
11443,D/D/D Doom King Armageddon,DARK,8,Fiend,3000,1000,47198668
11458,D/D Cerberus,DARK,4,Fiend,1800,600,39153655
11460,D/D/D Rebel King Leonidas,DARK,7,Fiend,2600,1200,92536468
11465,Jormungardr the Nordic Serpent,DARK,8,Dragon,3000,3000,64203620
11466,Fenrir the Nordic Wolf,DARK,10,Beast,4000,4000,91697229
11468,Merlin,DARK,3,Spellcaster,1400,500,3580032
11469,Noble Knight Bedwyr,LIGHT,4,Warrior,1600,1500,30575681
11471,Mayosenju Daibak,WIND,10,Beast,3000,300,93368494
11472,Yosenju Misak,WIND,6,Beast,2300,200,39853199
11473,Yosenju Kama 1,WIND,4,Beast-Warrior,1600,500,65247798
11474,Yosenju Kama 2,WIND,4,Beast-Warrior,1800,200,92246806
11475,Yosenju Kama 3,WIND,4,Beast-Warrior,1500,800,28630501
11476,Yosenju Shinchu L,WIND,4,Rock,0,2100,65025250
11477,Yosenju Shinchu R,WIND,4,Rock,0,2100,91420254
11480,"Shurit, Strategist of the Nekroz",WATER,3,Warrior,300,1800,90307777
11481,Great Sorcerer of the Nekroz,WATER,4,Spellcaster,1500,800,27796375
11482,"Exa, Enforcer of the Nekroz",WATER,5,Dragon,2000,1000,53180020
11483,Nekroz of Clausolas,WATER,3,Warrior,1200,2300,99185129
11484,Nekroz of Brionac,WATER,6,Warrior,2300,1400,26674724
